role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,exact_train_utility
evaluation,205ad7c3918e64fb,600,development,4,111,103,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,4,111,103,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,5,112,102,0,0,0.02000000,-0.02000000,1.499224454165e-4
evaluation,205ad7c3918e64fb,600,development,5,112,102,1,1,0.01000000,-0.01000000,7.685957098147e-5
evaluation,205ad7c3918e64fb,600,development,6,113,101,0,1,-0.02000000,-0.01000000,2.807093260344e-4
evaluation,205ad7c3918e64fb,600,development,6,113,101,1,0,-0.01000000,-0.02000000,1.459879131289e-4
evaluation,205ad7c3918e64fb,600,development,7,114,100,0,0,0.00000000,-0.02000000,2.084697334794e-4
evaluation,205ad7c3918e64fb,600,development,7,114,100,1,1,-0.02000000,-0.01000000,1.044372693286e-4
evaluation,205ad7c3918e64fb,600,development,8,115,99,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,8,115,99,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,9,116,98,0,1,0.02000000,-0.02000000,2.190961240558e-4
evaluation,205ad7c3918e64fb,600,development,9,116,98,1,0,0.01000000,0.00000000,1.097712665796e-4
evaluation,205ad7c3918e64fb,600,development,10,117,97,0,1,-0.02000000,0.01000000,1.165848225355e-4
evaluation,205ad7c3918e64fb,600,development,10,117,97,1,0,-0.01000000,0.02000000,1.568285078974e-4
evaluation,205ad7c3918e64fb,600,development,11,118,96,0,0,-0.02000000,-0.02000000,4.478848131839e-4
evaluation,205ad7c3918e64fb,600,development,11,118,96,1,1,-0.01000000,-0.01000000,2.247175871162e-4
evaluation,205ad7c3918e64fb,600,development,12,119,95,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,12,119,95,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,13,120,94,0,1,-0.02000000,-0.01000000,4.372304829303e-4
evaluation,205ad7c3918e64fb,600,development,13,120,94,1,0,-0.01000000,-0.02000000,3.368500620127e-4
evaluation,205ad7c3918e64fb,600,development,14,121,93,0,0,0.02000000,-0.02000000,5.174241960049e-5
evaluation,205ad7c3918e64fb,600,development,14,121,93,1,1,0.01000000,-0.01000000,4.141839963268e-5
evaluation,205ad7c3918e64fb,600,development,15,122,92,0,0,-0.02000000,0.02000000,-1.945073454408e-4
evaluation,205ad7c3918e64fb,600,development,15,122,92,1,1,-0.01000000,0.01000000,-8.216872811317e-5
evaluation,205ad7c3918e64fb,600,development,16,0,91,0,1,0.02000000,-0.02000000,1.478499470977e-4
evaluation,205ad7c3918e64fb,600,development,16,0,91,1,0,0.01000000,0.00000000,9.470743680140e-5
evaluation,205ad7c3918e64fb,600,development,17,1,90,0,0,0.02000000,0.00000000,2.489046601113e-4
evaluation,205ad7c3918e64fb,600,development,17,1,90,1,1,0.01000000,-0.02000000,1.269144268008e-4
evaluation,205ad7c3918e64fb,600,development,18,2,89,0,0,0.02000000,-0.01000000,2.949635090772e-4
evaluation,205ad7c3918e64fb,600,development,18,2,89,1,1,0.01000000,-0.02000000,4.388360830490e-4
evaluation,205ad7c3918e64fb,600,development,19,3,88,0,0,-0.02000000,-0.02000000,-1.016526148305e-4
evaluation,205ad7c3918e64fb,600,development,19,3,88,1,1,-0.01000000,-0.01000000,-4.619049650501e-5
evaluation,205ad7c3918e64fb,600,development,20,4,87,0,1,-0.02000000,-0.02000000,4.816303771804e-5
evaluation,205ad7c3918e64fb,600,development,20,4,87,1,0,-0.01000000,0.00000000,2.669108471309e-5
evaluation,205ad7c3918e64fb,600,development,21,5,86,0,0,-0.02000000,0.00000000,-7.849186658859e-6
evaluation,205ad7c3918e64fb,600,development,21,5,86,1,1,-0.01000000,-0.02000000,-2.646818757057e-6
evaluation,205ad7c3918e64fb,600,development,22,6,85,0,0,0.02000000,0.00000000,3.865715116262e-4
evaluation,205ad7c3918e64fb,600,development,22,6,85,1,1,0.01000000,-0.02000000,2.041670231847e-4
evaluation,205ad7c3918e64fb,600,development,23,7,84,0,1,0.02000000,-0.02000000,1.303404569626e-4
evaluation,205ad7c3918e64fb,600,development,23,7,84,1,0,0.01000000,0.00000000,1.040343195200e-4
evaluation,205ad7c3918e64fb,600,development,24,8,83,0,0,0.02000000,0.00000000,2.140228898497e-4
evaluation,205ad7c3918e64fb,600,development,24,8,83,1,1,0.01000000,-0.02000000,1.075087711797e-4
evaluation,205ad7c3918e64fb,600,development,25,9,82,0,0,0.02000000,0.00000000,-7.558986544609e-5
evaluation,205ad7c3918e64fb,600,development,25,9,82,1,1,0.01000000,-0.02000000,-3.691203892231e-5
evaluation,205ad7c3918e64fb,600,development,26,10,81,0,0,0.02000000,0.00000000,5.997779589961e-5
evaluation,205ad7c3918e64fb,600,development,26,10,81,1,1,0.01000000,-0.02000000,4.337976497482e-5
evaluation,205ad7c3918e64fb,600,development,27,11,80,0,1,0.02000000,-0.02000000,1.363089977531e-4
evaluation,205ad7c3918e64fb,600,development,27,11,80,1,0,0.01000000,0.00000000,7.311502849916e-5
evaluation,205ad7c3918e64fb,600,development,28,12,79,0,0,-0.02000000,-0.02000000,6.451457738876e-5
evaluation,205ad7c3918e64fb,600,development,28,12,79,1,1,-0.01000000,-0.01000000,4.206908124615e-5
evaluation,205ad7c3918e64fb,600,development,29,13,78,0,0,-0.02000000,0.02000000,4.040934145451e-4
evaluation,205ad7c3918e64fb,600,development,29,13,78,1,1,-0.01000000,0.01000000,2.039081155090e-4
evaluation,205ad7c3918e64fb,600,development,30,14,77,0,0,-0.02000000,-0.02000000,-9.404060983798e-5
evaluation,205ad7c3918e64fb,600,development,30,14,77,1,1,-0.01000000,-0.01000000,-3.179659324815e-5
evaluation,205ad7c3918e64fb,600,development,31,15,76,0,0,-0.02000000,-0.02000000,8.900277316570e-5
evaluation,205ad7c3918e64fb,600,development,31,15,76,1,1,-0.01000000,-0.01000000,8.105921006063e-5
evaluation,205ad7c3918e64fb,600,development,32,16,75,0,0,0.02000000,-0.02000000,1.694951206446e-4
evaluation,205ad7c3918e64fb,600,development,32,16,75,1,1,0.01000000,-0.01000000,1.203231513500e-4
evaluation,205ad7c3918e64fb,600,development,33,17,74,0,1,0.01000000,0.01000000,4.155809801887e-5
evaluation,205ad7c3918e64fb,600,development,33,17,74,1,0,0.02000000,0.02000000,7.616107905051e-5
evaluation,205ad7c3918e64fb,600,development,34,18,73,0,1,-0.02000000,-0.01000000,2.716028538998e-4
evaluation,205ad7c3918e64fb,600,development,34,18,73,1,0,-0.01000000,-0.02000000,1.598279923201e-4
evaluation,205ad7c3918e64fb,600,development,35,19,72,0,1,0.02000000,-0.01000000,2.121124416590e-4
evaluation,205ad7c3918e64fb,600,development,35,19,72,1,0,0.01000000,-0.02000000,2.055739314528e-4
evaluation,205ad7c3918e64fb,600,development,36,20,71,0,0,0.02000000,-0.02000000,3.201117215212e-4
evaluation,205ad7c3918e64fb,600,development,36,20,71,1,1,0.01000000,-0.01000000,1.756797282724e-4
evaluation,205ad7c3918e64fb,600,development,37,21,70,0,1,0.02000000,0.01000000,-1.245203166036e-4
evaluation,205ad7c3918e64fb,600,development,37,21,70,1,0,0.01000000,0.02000000,-1.354515552521e-5
evaluation,205ad7c3918e64fb,600,development,38,22,69,0,1,0.02000000,-0.01000000,-3.856817784254e-4
evaluation,205ad7c3918e64fb,600,development,38,22,69,1,0,0.01000000,-0.02000000,-1.371732651023e-4
evaluation,205ad7c3918e64fb,600,development,39,23,68,0,1,-0.02000000,-0.01000000,2.987372317875e-5
evaluation,205ad7c3918e64fb,600,development,39,23,68,1,0,-0.01000000,-0.02000000,8.042094850680e-5
evaluation,205ad7c3918e64fb,600,development,40,24,67,0,0,0.02000000,-0.02000000,1.144216730609e-4
evaluation,205ad7c3918e64fb,600,development,40,24,67,1,1,0.01000000,-0.01000000,5.738374966313e-5
evaluation,205ad7c3918e64fb,600,development,41,25,66,0,0,0.02000000,0.02000000,5.882171171834e-5
evaluation,205ad7c3918e64fb,600,development,41,25,66,1,1,0.01000000,0.01000000,2.943538129330e-5
evaluation,205ad7c3918e64fb,600,development,42,26,65,0,1,-0.02000000,-0.01000000,3.277634505139e-6
evaluation,205ad7c3918e64fb,600,development,42,26,65,1,0,-0.01000000,-0.02000000,1.336137415819e-6
evaluation,205ad7c3918e64fb,600,development,43,27,64,0,1,0.02000000,-0.01000000,1.712782977847e-4
evaluation,205ad7c3918e64fb,600,development,43,27,64,1,0,0.01000000,-0.02000000,1.301399170188e-4
evaluation,205ad7c3918e64fb,600,development,44,28,63,0,0,0.02000000,0.02000000,1.144297420979e-4
evaluation,205ad7c3918e64fb,600,development,44,28,63,1,1,0.01000000,0.01000000,5.810024958919e-5
evaluation,205ad7c3918e64fb,600,development,45,29,62,0,0,0.02000000,-0.02000000,1.635961234570e-4
evaluation,205ad7c3918e64fb,600,development,45,29,62,1,1,0.01000000,-0.01000000,8.831297600409e-5
evaluation,205ad7c3918e64fb,600,development,46,30,61,0,0,-0.02000000,0.02000000,2.493014035281e-4
evaluation,205ad7c3918e64fb,600,development,46,30,61,1,1,-0.01000000,0.01000000,1.247419713764e-4
evaluation,205ad7c3918e64fb,600,development,47,31,60,0,1,0.02000000,0.01000000,4.199457544019e-5
evaluation,205ad7c3918e64fb,600,development,47,31,60,1,0,0.01000000,0.02000000,9.897165000439e-5
evaluation,205ad7c3918e64fb,600,development,48,32,59,0,1,-0.02000000,0.01000000,2.627000212669e-4
evaluation,205ad7c3918e64fb,600,development,48,32,59,1,0,-0.01000000,0.02000000,2.432987093925e-4
evaluation,205ad7c3918e64fb,600,development,49,33,58,0,0,0.00000000,-0.00500000,-9.064872756426e-6
evaluation,205ad7c3918e64fb,600,development,49,33,58,1,1,-0.02000000,0.00000000,1.619756221771e-5
evaluation,205ad7c3918e64fb,600,development,50,34,57,0,1,0.02000000,0.01000000,8.834215259412e-5
evaluation,205ad7c3918e64fb,600,development,50,34,57,1,0,0.01000000,0.02000000,6.152689456940e-5
evaluation,205ad7c3918e64fb,600,development,51,35,56,0,1,-0.02000000,0.01000000,4.849756660406e-4
evaluation,205ad7c3918e64fb,600,development,51,35,56,1,0,-0.01000000,0.02000000,3.002143057529e-4
evaluation,205ad7c3918e64fb,600,development,52,36,55,0,0,-0.02000000,0.00000000,3.105712530669e-4
evaluation,205ad7c3918e64fb,600,development,52,36,55,1,1,-0.01000000,-0.02000000,1.413517893525e-4
evaluation,205ad7c3918e64fb,600,development,53,37,54,0,0,-0.02000000,0.00000000,2.108073531417e-4
evaluation,205ad7c3918e64fb,600,development,53,37,54,1,1,-0.01000000,-0.02000000,1.055256798281e-4
evaluation,205ad7c3918e64fb,600,development,54,38,53,0,0,0.02000000,0.00000000,3.169160336256e-4
evaluation,205ad7c3918e64fb,600,development,54,38,53,1,1,0.01000000,-0.02000000,1.591027976247e-4
evaluation,205ad7c3918e64fb,600,development,55,39,52,0,0,-0.02000000,0.00000000,1.327010522800e-5
evaluation,205ad7c3918e64fb,600,development,55,39,52,1,1,-0.01000000,-0.02000000,6.835907697678e-6
evaluation,205ad7c3918e64fb,600,development,56,40,51,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,56,40,51,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,57,41,50,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,57,41,50,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,58,42,49,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,58,42,49,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,59,43,48,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,59,43,48,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,60,44,47,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,60,44,47,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,61,45,46,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,development,61,45,46,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,evaluation,1,108,106,0,1,0.02000000,-0.02000000,-1.161048840004e-5
evaluation,205ad7c3918e64fb,600,evaluation,1,108,106,1,0,0.01000000,0.00000000,-5.584210157394e-6
evaluation,205ad7c3918e64fb,600,evaluation,2,109,105,0,1,0.02000000,0.01000000,1.245147286681e-4
evaluation,205ad7c3918e64fb,600,evaluation,2,109,105,1,0,0.01000000,0.02000000,1.632266939851e-4
evaluation,205ad7c3918e64fb,600,evaluation,3,110,104,0,0,0.02000000,0.02000000,-9.651605978434e-6
evaluation,205ad7c3918e64fb,600,evaluation,3,110,104,1,1,0.01000000,0.01000000,-2.423922296657e-6
evaluation,205ad7c3918e64fb,600,evaluation,4,111,103,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,evaluation,4,111,103,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,evaluation,5,112,102,0,1,0.02000000,-0.01000000,2.259202301502e-4
evaluation,205ad7c3918e64fb,600,evaluation,5,112,102,1,0,0.01000000,-0.02000000,1.347313286715e-6
evaluation,205ad7c3918e64fb,600,evaluation,6,113,101,0,0,-0.02000000,-0.02000000,2.843961119652e-4
evaluation,205ad7c3918e64fb,600,evaluation,6,113,101,1,1,-0.01000000,-0.01000000,1.430499105481e-4
evaluation,205ad7c3918e64fb,600,evaluation,7,114,100,0,1,0.00000000,-0.01000000,1.044372693286e-4
evaluation,205ad7c3918e64fb,600,evaluation,7,114,100,1,0,-0.02000000,-0.02000000,2.084697334794e-4
evaluation,205ad7c3918e64fb,600,evaluation,8,115,99,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,evaluation,8,115,99,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,evaluation,9,116,98,0,0,0.02000000,0.00000000,2.190961240558e-4
evaluation,205ad7c3918e64fb,600,evaluation,9,116,98,1,1,0.01000000,-0.02000000,1.097712665796e-4
evaluation,205ad7c3918e64fb,600,evaluation,10,117,97,0,0,-0.02000000,0.02000000,1.800631434890e-4
evaluation,205ad7c3918e64fb,600,evaluation,10,117,97,1,1,-0.01000000,0.01000000,9.260699152946e-5
evaluation,205ad7c3918e64fb,600,evaluation,11,118,96,0,1,-0.02000000,-0.01000000,3.027692437172e-4
evaluation,205ad7c3918e64fb,600,evaluation,11,118,96,1,0,-0.01000000,-0.02000000,3.693606704473e-4
evaluation,205ad7c3918e64fb,600,evaluation,12,119,95,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,evaluation,12,119,95,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,evaluation,13,120,94,0,0,-0.02000000,-0.02000000,4.780218005180e-4
evaluation,205ad7c3918e64fb,600,evaluation,13,120,94,1,1,-0.01000000,-0.01000000,2.848748117685e-4
evaluation,205ad7c3918e64fb,600,evaluation,14,121,93,0,1,0.02000000,-0.01000000,9.680166840553e-6
evaluation,205ad7c3918e64fb,600,evaluation,14,121,93,1,0,0.01000000,-0.02000000,8.705196523806e-5
evaluation,205ad7c3918e64fb,600,evaluation,15,122,92,0,1,-0.02000000,0.01000000,-2.974383533001e-4
evaluation,205ad7c3918e64fb,600,evaluation,15,122,92,1,0,-0.01000000,0.02000000,1.254056860489e-5
evaluation,205ad7c3918e64fb,600,evaluation,16,0,91,0,0,0.02000000,0.00000000,1.478499470977e-4
evaluation,205ad7c3918e64fb,600,evaluation,16,0,91,1,1,0.01000000,-0.02000000,9.470743680140e-5
evaluation,205ad7c3918e64fb,600,evaluation,17,1,90,0,1,0.02000000,-0.02000000,2.489046601113e-4
evaluation,205ad7c3918e64fb,600,evaluation,17,1,90,1,0,0.01000000,0.00000000,1.269144268008e-4
evaluation,205ad7c3918e64fb,600,evaluation,18,2,89,0,1,0.02000000,-0.02000000,4.558408109006e-4
evaluation,205ad7c3918e64fb,600,evaluation,18,2,89,1,0,0.01000000,-0.01000000,2.779575588647e-4
evaluation,205ad7c3918e64fb,600,evaluation,19,3,88,0,1,-0.02000000,-0.01000000,-2.232255974377e-5
evaluation,205ad7c3918e64fb,600,evaluation,19,3,88,1,0,-0.01000000,-0.02000000,-1.256546674995e-4
evaluation,205ad7c3918e64fb,600,evaluation,20,4,87,0,0,-0.02000000,0.00000000,4.816303771804e-5
evaluation,205ad7c3918e64fb,600,evaluation,20,4,87,1,1,-0.01000000,-0.02000000,2.669108471309e-5
evaluation,205ad7c3918e64fb,600,evaluation,21,5,86,0,1,-0.02000000,-0.02000000,-7.849186658859e-6
evaluation,205ad7c3918e64fb,600,evaluation,21,5,86,1,0,-0.01000000,0.00000000,-2.646818757057e-6
evaluation,205ad7c3918e64fb,600,evaluation,22,6,85,0,1,0.02000000,-0.02000000,3.865715116262e-4
evaluation,205ad7c3918e64fb,600,evaluation,22,6,85,1,0,0.01000000,0.00000000,2.041670231847e-4
evaluation,205ad7c3918e64fb,600,evaluation,23,7,84,0,0,0.02000000,0.00000000,1.303404569626e-4
evaluation,205ad7c3918e64fb,600,evaluation,23,7,84,1,1,0.01000000,-0.02000000,1.040343195200e-4
evaluation,205ad7c3918e64fb,600,evaluation,24,8,83,0,1,0.02000000,-0.02000000,2.140228898497e-4
evaluation,205ad7c3918e64fb,600,evaluation,24,8,83,1,0,0.01000000,0.00000000,1.075087711797e-4
evaluation,205ad7c3918e64fb,600,evaluation,25,9,82,0,1,0.02000000,-0.02000000,-7.558986544609e-5
evaluation,205ad7c3918e64fb,600,evaluation,25,9,82,1,0,0.01000000,0.00000000,-3.691203892231e-5
evaluation,205ad7c3918e64fb,600,evaluation,26,10,81,0,1,0.02000000,-0.02000000,5.997779589961e-5
evaluation,205ad7c3918e64fb,600,evaluation,26,10,81,1,0,0.01000000,0.00000000,4.337976497482e-5
evaluation,205ad7c3918e64fb,600,evaluation,27,11,80,0,0,0.02000000,0.00000000,1.363089977531e-4
evaluation,205ad7c3918e64fb,600,evaluation,27,11,80,1,1,0.01000000,-0.02000000,7.311502849916e-5
evaluation,205ad7c3918e64fb,600,evaluation,28,12,79,0,1,-0.02000000,-0.01000000,6.471822416643e-5
evaluation,205ad7c3918e64fb,600,evaluation,28,12,79,1,0,-0.01000000,-0.02000000,4.184122008155e-5
evaluation,205ad7c3918e64fb,600,evaluation,29,13,78,0,1,-0.02000000,0.01000000,3.197342157364e-4
evaluation,205ad7c3918e64fb,600,evaluation,29,13,78,1,0,-0.01000000,0.02000000,2.887131122407e-4
evaluation,205ad7c3918e64fb,600,evaluation,30,14,77,0,1,-0.02000000,-0.01000000,-1.417982130079e-4
evaluation,205ad7c3918e64fb,600,evaluation,30,14,77,1,0,-0.01000000,-0.02000000,1.613609492779e-5
evaluation,205ad7c3918e64fb,600,evaluation,31,15,76,0,1,-0.02000000,-0.01000000,4.265022653271e-5
evaluation,205ad7c3918e64fb,600,evaluation,31,15,76,1,0,-0.01000000,-0.02000000,1.274850219488e-4
evaluation,205ad7c3918e64fb,600,evaluation,32,16,75,0,1,0.02000000,-0.01000000,1.051810904755e-4
evaluation,205ad7c3918e64fb,600,evaluation,32,16,75,1,0,0.01000000,-0.02000000,1.854412257671e-4
evaluation,205ad7c3918e64fb,600,evaluation,33,17,74,0,0,0.01000000,0.02000000,6.170695269248e-5
evaluation,205ad7c3918e64fb,600,evaluation,33,17,74,1,1,0.02000000,0.01000000,5.601222437690e-5
evaluation,205ad7c3918e64fb,600,evaluation,34,18,73,0,0,-0.02000000,-0.02000000,2.849580196198e-4
evaluation,205ad7c3918e64fb,600,evaluation,34,18,73,1,1,-0.01000000,-0.01000000,1.464728266001e-4
evaluation,205ad7c3918e64fb,600,evaluation,35,19,72,0,0,0.02000000,-0.02000000,2.736244350672e-4
evaluation,205ad7c3918e64fb,600,evaluation,35,19,72,1,1,0.01000000,-0.01000000,1.442003995180e-4
evaluation,205ad7c3918e64fb,600,evaluation,36,20,71,0,1,0.02000000,-0.01000000,3.157115133945e-4
evaluation,205ad7c3918e64fb,600,evaluation,36,20,71,1,0,0.01000000,-0.02000000,1.802562474040e-4
evaluation,205ad7c3918e64fb,600,evaluation,37,21,70,0,0,0.02000000,0.02000000,-1.120207234635e-4
evaluation,205ad7c3918e64fb,600,evaluation,37,21,70,1,1,0.01000000,0.01000000,-2.604474684631e-5
evaluation,205ad7c3918e64fb,600,evaluation,38,22,69,0,0,0.02000000,-0.02000000,-3.508639929350e-4
evaluation,205ad7c3918e64fb,600,evaluation,38,22,69,1,1,0.01000000,-0.01000000,-1.719910651445e-4
evaluation,205ad7c3918e64fb,600,evaluation,39,23,68,0,0,-0.02000000,-0.02000000,4.880502820015e-5
evaluation,205ad7c3918e64fb,600,evaluation,39,23,68,1,1,-0.01000000,-0.01000000,6.125619256636e-5
evaluation,205ad7c3918e64fb,600,evaluation,40,24,67,0,1,0.02000000,-0.01000000,8.285728836199e-5
evaluation,205ad7c3918e64fb,600,evaluation,40,24,67,1,0,0.01000000,-0.02000000,8.896241342882e-5
evaluation,205ad7c3918e64fb,600,evaluation,41,25,66,0,1,0.02000000,0.01000000,4.556961357594e-5
evaluation,205ad7c3918e64fb,600,evaluation,41,25,66,1,0,0.01000000,0.02000000,4.268747943570e-5
evaluation,205ad7c3918e64fb,600,evaluation,42,26,65,0,0,-0.02000000,-0.02000000,3.051633711948e-6
evaluation,205ad7c3918e64fb,600,evaluation,42,26,65,1,1,-0.01000000,-0.01000000,1.562138436384e-6
evaluation,205ad7c3918e64fb,600,evaluation,43,27,64,0,0,0.02000000,-0.02000000,2.006677241297e-4
evaluation,205ad7c3918e64fb,600,evaluation,43,27,64,1,1,0.01000000,-0.01000000,1.007411628962e-4
evaluation,205ad7c3918e64fb,600,evaluation,44,28,63,0,1,0.02000000,0.01000000,1.100252047763e-4
evaluation,205ad7c3918e64fb,600,evaluation,44,28,63,1,0,0.01000000,0.02000000,6.259729707381e-5
evaluation,205ad7c3918e64fb,600,evaluation,45,29,62,0,1,0.02000000,-0.01000000,1.139882951975e-4
evaluation,205ad7c3918e64fb,600,evaluation,45,29,62,1,0,0.01000000,-0.02000000,1.379207969876e-4
evaluation,205ad7c3918e64fb,600,evaluation,46,30,61,0,1,-0.02000000,0.01000000,2.045743167400e-4
evaluation,205ad7c3918e64fb,600,evaluation,46,30,61,1,0,-0.01000000,0.02000000,1.694690436125e-4
evaluation,205ad7c3918e64fb,600,evaluation,47,31,60,0,0,0.02000000,0.02000000,9.374568617204e-5
evaluation,205ad7c3918e64fb,600,evaluation,47,31,60,1,1,0.01000000,0.01000000,4.714603346656e-5
evaluation,205ad7c3918e64fb,600,evaluation,48,32,59,0,0,-0.02000000,0.02000000,3.368606267031e-4
evaluation,205ad7c3918e64fb,600,evaluation,48,32,59,1,1,-0.01000000,0.01000000,1.689984201221e-4
evaluation,205ad7c3918e64fb,600,evaluation,49,33,58,0,1,0.00000000,0.00000000,0.000000000000e0
evaluation,205ad7c3918e64fb,600,evaluation,49,33,58,1,0,-0.02000000,-0.00500000,7.132689006539e-6
