role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,utility_alpha_0_5,utility_alpha_1,utility_alpha_2
development,a83d26f1c59740be,4200,development,22,117,73,1,1,-0.02000000,0.01000000,-1.245488761015e-6,-2.704560756683e-6,-6.439785011025e-6
development,a83d26f1c59740be,4200,development,23,118,72,0,0,0.00000000,0.02000000,4.327545684646e-5,8.026262366911e-5,1.351423561573e-4
development,a83d26f1c59740be,4200,development,23,118,72,1,1,-0.02000000,0.01000000,2.242748996650e-5,4.327545684646e-5,8.026262366911e-5
development,a83d26f1c59740be,4200,development,24,119,71,0,1,0.00000000,-0.01000000,-7.136786734918e-5,-1.559692173032e-4,-3.609595296439e-4
development,a83d26f1c59740be,4200,development,24,119,71,1,0,-0.02000000,-0.02000000,-1.559692173032e-4,-3.609595296439e-4,-9.147276286967e-4
development,a83d26f1c59740be,4200,development,25,120,70,0,0,-0.02000000,0.02000000,-4.490837454796e-5,-1.555134804221e-4,-5.488793249242e-4
development,a83d26f1c59740be,4200,development,25,120,70,1,1,-0.01000000,0.01000000,-1.302113105339e-5,-4.490837454796e-5,-1.555134804221e-4
development,a83d26f1c59740be,4200,development,26,121,69,0,1,0.02000000,-0.01000000,6.542851770064e-5,1.254715025425e-4,2.270440309076e-4
development,a83d26f1c59740be,4200,development,26,121,69,1,0,0.01000000,-0.02000000,7.377316796919e-5,1.164277418866e-4,1.106349154725e-4
development,a83d26f1c59740be,4200,development,27,122,68,0,0,0.02000000,-0.02000000,-1.624350807106e-5,-6.238991772989e-5,-3.118887543678e-4
development,a83d26f1c59740be,4200,development,27,122,68,1,1,0.01000000,-0.01000000,-5.148351192474e-6,-1.624350807106e-5,-6.238991772989e-5
development,a83d26f1c59740be,4200,development,28,123,67,0,0,0.02000000,0.02000000,4.075219112565e-5,6.761650001863e-5,-2.994611859322e-4
development,a83d26f1c59740be,4200,development,28,123,67,1,1,0.01000000,0.01000000,2.209345439041e-5,4.075219112565e-5,6.761650001863e-5
development,a83d26f1c59740be,4200,development,29,124,66,0,0,0.02000000,-0.01000000,5.863979458809e-5,9.224066889146e-5,5.234032869339e-6
development,a83d26f1c59740be,4200,development,29,124,66,1,1,0.01000000,-0.02000000,5.279853940010e-5,4.816427826881e-5,-1.168139278889e-4
development,a83d26f1c59740be,4200,development,30,125,65,0,0,0.02000000,0.02000000,1.380878238706e-4,2.698563039303e-4,5.228606169112e-4
development,a83d26f1c59740be,4200,development,30,125,65,1,1,0.01000000,0.01000000,6.943816697458e-5,1.380878238706e-4,2.698563039303e-4
development,a83d26f1c59740be,4200,development,31,126,64,0,0,-0.02000000,-0.02000000,1.754549593898e-4,2.621486783028e-4,2.233969717054e-4
development,a83d26f1c59740be,4200,development,31,126,64,1,1,-0.01000000,-0.01000000,9.958073496819e-5,1.754549593898e-4,2.621486783028e-4
development,a83d26f1c59740be,4200,development,32,127,63,0,0,-0.02000000,-0.02000000,-1.236920525116e-5,-7.236128294608e-5,-3.390237689018e-4
development,a83d26f1c59740be,4200,development,32,127,63,1,1,-0.01000000,-0.01000000,1.341104507446e-7,-1.236920525116e-5,-7.236128294608e-5
development,a83d26f1c59740be,4200,development,33,128,62,0,0,-0.02000000,-0.02000000,-2.007919101743e-4,-4.724860191345e-4,-1.211289316416e-3
development,a83d26f1c59740be,4200,development,33,128,62,1,1,-0.01000000,-0.01000000,-9.272495663026e-5,-2.007919101743e-4,-4.724860191345e-4
development,a83d26f1c59740be,4200,development,34,129,61,0,1,0.02000000,0.01000000,6.113449489931e-5,1.083885654225e-4,1.654066145420e-4
development,a83d26f1c59740be,4200,development,34,129,61,1,0,0.01000000,0.02000000,9.697427594801e-5,1.440905034542e-4,9.394934022566e-5
development,a83d26f1c59740be,4200,development,35,130,60,0,1,0.02000000,0.01000000,-3.888333958457e-5,-9.906788909575e-5,-2.762129006442e-4
development,a83d26f1c59740be,4200,development,35,130,60,1,0,0.01000000,0.00500000,-1.684203743935e-5,-3.888333958457e-5,-9.906788909575e-5
development,a83d26f1c59740be,4200,development,36,131,59,0,0,0.02000000,0.02000000,6.631141150137e-5,7.611140608788e-5,-5.265573781799e-5
development,a83d26f1c59740be,4200,development,36,131,59,1,1,0.01000000,0.01000000,4.073232412338e-5,6.631141150137e-5,7.611140608788e-5
development,a83d26f1c59740be,4200,development,37,132,58,0,0,0.02000000,-0.02000000,-3.313744964544e-4,-7.349128718488e-4,-1.759050996043e-3
development,a83d26f1c59740be,4200,development,37,132,58,1,1,0.01000000,-0.01000000,-1.562436373206e-4,-3.313744964544e-4,-7.349128718488e-4
development,a83d26f1c59740be,4200,development,38,133,57,0,1,0.02000000,0.01000000,9.569650137564e-5,1.703935413389e-4,2.922117710114e-4
development,a83d26f1c59740be,4200,development,38,133,57,1,0,0.01000000,0.02000000,1.735476107569e-4,3.007476625498e-4,4.435566661414e-4
development,a83d26f1c59740be,4200,development,39,134,56,0,0,0.02000000,0.02000000,-5.272527687339e-6,-4.025672751595e-5,-2.009247691603e-4
development,a83d26f1c59740be,4200,development,39,134,56,1,1,0.01000000,0.01000000,1.075367094927e-6,-5.272527687339e-6,-4.025672751595e-5
development,a83d26f1c59740be,4200,development,40,135,55,0,0,-0.02000000,-0.02000000,-6.566321098944e-5,-1.670345664024e-4,-4.778044822160e-4
development,a83d26f1c59740be,4200,development,40,135,55,1,1,-0.01000000,-0.01000000,-2.854069134628e-5,-6.566321098944e-5,-1.670345664024e-4
development,a83d26f1c59740be,4200,development,41,136,54,0,0,0.02000000,-0.02000000,-4.264960807632e-5,-1.357433648081e-4,-4.710455832537e-4
development,a83d26f1c59740be,4200,development,41,136,54,1,1,0.01000000,-0.01000000,-1.497194170952e-5,-4.264960807632e-5,-1.357433648081e-4
development,a83d26f1c59740be,4200,development,42,137,53,0,0,0.02000000,0.02000000,1.397853066010e-5,8.878608355189e-7,-1.005629674182e-4
development,a83d26f1c59740be,4200,development,42,137,53,1,1,0.01000000,0.01000000,1.117214560509e-5,1.397853066010e-5,8.878608355189e-7
development,a83d26f1c59740be,4200,development,43,138,52,0,0,-0.02000000,-0.02000000,-8.581578731537e-5,-2.775775792543e-4,-1.030189334415e-3
development,a83d26f1c59740be,4200,development,43,138,52,1,1,-0.01000000,-0.01000000,-2.938260695373e-5,-8.581578731537e-5,-2.775775792543e-4
development,a83d26f1c59740be,4200,development,44,139,51,0,1,-0.02000000,0.01000000,2.187738755310e-5,3.308181840112e-5,-7.095436103555e-6
development,a83d26f1c59740be,4200,development,44,139,51,1,0,-0.01000000,0.02000000,1.647211611271e-4,2.909377217293e-4,3.979355096817e-4
development,a83d26f1c59740be,4200,development,45,140,50,0,0,-0.02000000,-0.02000000,-4.615262150764e-5,-1.464895904064e-4,-5.017034709454e-4
development,a83d26f1c59740be,4200,development,45,140,50,1,1,-0.01000000,-0.01000000,-1.510605216026e-5,-4.615262150764e-5,-1.464895904064e-4
development,a83d26f1c59740be,4200,development,46,141,49,0,0,0.00000000,0.02000000,-2.602487802505e-5,-8.471185719827e-5,-4.428004322108e-4
development,a83d26f1c59740be,4200,development,46,141,49,1,1,-0.02000000,0.00000000,0.000000000000e0,0.000000000000e0,0.000000000000e0
development,a83d26f1c59740be,4200,development,47,142,48,0,0,0.02000000,0.02000000,-1.384876668453e-4,-3.347955644131e-4,-9.068151121028e-4
development,a83d26f1c59740be,4200,development,47,142,48,1,1,0.01000000,0.01000000,-6.207078695297e-5,-1.384876668453e-4,-3.347955644131e-4
development,a83d26f1c59740be,4200,development,48,143,47,0,1,0.02000000,0.00000000,-1.654649713601e-5,-3.380576890777e-5,-7.002552592894e-5
development,a83d26f1c59740be,4200,development,48,143,47,1,0,0.01000000,0.00500000,2.505878683223e-6,1.492599608355e-6,-2.215430140495e-5
development,a83d26f1c59740be,4200,development,49,144,46,0,1,-0.02000000,0.01000000,-1.983419060707e-4,-4.159770905972e-4,-9.081711177714e-4
development,a83d26f1c59740be,4200,development,49,144,46,1,0,-0.01000000,0.02000000,-1.922870724229e-4,-4.260279238224e-4,-1.133321435191e-3
development,a83d26f1c59740be,4200,development,50,145,45,0,1,-0.02000000,-0.01000000,1.030303537846e-4,1.965090632439e-4,3.512687981129e-4
development,a83d26f1c59740be,4200,development,50,145,45,1,0,-0.01000000,-0.02000000,2.444349229336e-4,4.604483547155e-4,8.209347724915e-4
development,a83d26f1c59740be,4200,development,51,146,44,0,1,-0.02000000,-0.01000000,9.182095527649e-5,1.624015421839e-4,2.458915114403e-4
development,a83d26f1c59740be,4200,development,51,146,44,1,0,-0.01000000,-0.02000000,3.920247036149e-5,1.723071000015e-5,-2.664066851139e-4
development,a83d26f1c59740be,4200,development,53,148,42,0,0,-0.02000000,0.02000000,-3.662606177386e-4,-7.982340757735e-4,-1.862077624537e-3
development,a83d26f1c59740be,4200,development,53,148,42,1,1,-0.01000000,0.01000000,-1.744565815898e-4,-3.662606177386e-4,-7.982340757735e-4
development,a83d26f1c59740be,4200,development,54,149,41,0,1,0.00000000,-0.01000000,3.881752490997e-6,4.565963990899e-6,-1.580019852554e-5
development,a83d26f1c59740be,4200,development,54,149,41,1,0,-0.02000000,-0.02000000,4.565963990899e-6,-1.580019852554e-5,-1.043503507390e-4
development,a83d26f1c59740be,4200,development,55,150,40,0,0,-0.02000000,0.02000000,4.993130914954e-6,-2.116337418556e-5,-1.610505132703e-4
development,a83d26f1c59740be,4200,development,55,150,40,1,1,-0.01000000,0.01000000,5.491077899933e-6,4.993130914954e-6,-2.116337418556e-5
development,a83d26f1c59740be,4200,development,56,151,39,0,1,-0.02000000,0.00000000,-2.061327222691e-6,-5.741914264945e-6,-1.809497734939e-5
development,a83d26f1c59740be,4200,development,56,151,39,1,0,-0.01000000,0.00500000,-2.255042318211e-6,-6.011376626702e-6,-3.650039434433e-5
development,a83d26f1c59740be,4200,development,57,152,38,0,0,0.02000000,0.02000000,-1.873498113127e-4,-4.190616309643e-4,-1.018680632114e-3
development,a83d26f1c59740be,4200,development,57,152,38,1,1,0.01000000,0.01000000,-8.807951962808e-5,-1.873498113127e-4,-4.190616309643e-4
development,a83d26f1c59740be,4200,development,58,153,37,0,1,0.02000000,-0.01000000,4.099806028535e-5,7.157027721405e-5,1.002848148346e-4
development,a83d26f1c59740be,4200,development,58,153,37,1,0,0.01000000,-0.02000000,1.067991033779e-4,1.986001880141e-4,2.467098238412e-4
development,a83d26f1c59740be,4200,development,59,154,36,0,1,0.02000000,0.01000000,-5.597000199487e-5,-1.260067074327e-4,-3.096784057561e-4
development,a83d26f1c59740be,4200,development,59,154,36,1,0,0.01000000,0.02000000,-9.760757529875e-5,-2.174725086661e-4,-5.240316386335e-4
development,a83d26f1c59740be,4200,development,60,155,35,0,1,0.00500000,-0.01000000,4.224603253533e-5,7.963304960867e-5,1.436062157154e-4
development,a83d26f1c59740be,4200,development,60,155,35,1,0,0.01000000,-0.02000000,7.963304960867e-5,1.436062157154e-4,1.462511718273e-4
development,a83d26f1c59740be,4200,development,61,156,34,0,1,0.02000000,0.01000000,-1.692088990239e-4,-3.502604959067e-4,-7.338536088355e-4
development,a83d26f1c59740be,4200,development,61,156,34,1,0,0.01000000,0.02000000,-1.514355390100e-4,-3.248862922192e-4,-7.170463795774e-4
development,a83d26f1c59740be,4200,development,62,157,33,0,0,0.00000000,-0.02000000,-4.006053131889e-5,-1.040560528054e-4,-2.624578773975e-4
development,a83d26f1c59740be,4200,development,62,157,33,1,1,-0.02000000,-0.01000000,-1.760572195053e-5,-4.006053131889e-5,-1.040560528054e-4
development,a83d26f1c59740be,4200,development,63,158,32,0,0,0.02000000,0.01000000,4.788984733750e-5,8.661051833769e-5,9.753182530403e-5
development,a83d26f1c59740be,4200,development,63,158,32,1,1,0.01000000,0.00500000,2.507120370865e-5,4.788984733750e-5,8.661051833769e-5
development,a83d26f1c59740be,4200,development,64,159,31,0,0,0.02000000,0.02000000,-5.485738438438e-5,-1.261358411284e-4,-3.191344439983e-4
development,a83d26f1c59740be,4200,development,64,159,31,1,1,0.01000000,0.01000000,-2.537170985306e-5,-5.485738438438e-5,-1.261358411284e-4
development,a83d26f1c59740be,4200,development,65,160,30,0,1,-0.02000000,0.00500000,1.366933156532e-5,2.285341361130e-5,2.774844506348e-5
development,a83d26f1c59740be,4200,development,65,160,30,1,0,-0.01000000,0.01000000,-5.427375435829e-5,-1.141106113209e-4,-2.665221691132e-4
development,a83d26f1c59740be,4200,development,66,161,29,0,1,-0.02000000,0.01000000,3.476564961602e-5,5.952020364930e-5,7.767354691168e-5
development,a83d26f1c59740be,4200,development,66,161,29,1,0,-0.01000000,0.02000000,5.122398215462e-5,8.542835712433e-5,9.601811325410e-5
development,a83d26f1c59740be,4200,development,67,162,28,0,1,-0.02000000,0.01000000,-6.910537922522e-5,-1.507153065177e-4,-3.497203288134e-4
development,a83d26f1c59740be,4200,development,67,162,28,1,0,-0.01000000,0.02000000,8.975465789263e-6,2.034008502960e-6,-1.172497868538e-4
development,a83d26f1c59740be,4200,development,69,164,26,0,0,-0.02000000,-0.02000000,1.451112329960e-4,2.569345233496e-4,3.896939160768e-4
development,a83d26f1c59740be,4200,development,69,164,26,1,1,-0.01000000,-0.01000000,7.741153240204e-5,1.451112329960e-4,2.569345233496e-4
development,a83d26f1c59740be,4200,development,70,165,25,0,1,0.00000000,0.01000000,4.851321500610e-5,9.064003825188e-5,1.618228852749e-4
development,a83d26f1c59740be,4200,development,70,165,25,1,0,-0.02000000,0.02000000,9.064003825188e-5,1.618228852749e-4,2.520407142583e-4
development,a83d26f1c59740be,4200,development,71,166,24,0,1,-0.02000000,-0.01000000,-5.037958544563e-5,-1.087573691620e-4,-2.546595933381e-4
development,a83d26f1c59740be,4200,development,71,166,24,1,0,-0.01000000,-0.02000000,-3.058711808990e-5,-7.984787225723e-5,-2.350918948650e-4
development,a83d26f1c59740be,4200,development,72,167,23,0,1,-0.02000000,0.01000000,1.964097282325e-5,3.154327350785e-5,4.135196286370e-5
development,a83d26f1c59740be,4200,development,72,167,23,1,0,-0.01000000,0.02000000,6.116926670074e-6,-4.245589025231e-6,-6.588920950890e-5
development,a83d26f1c59740be,4200,development,73,168,22,0,0,-0.02000000,0.02000000,2.085293272103e-5,-5.472451448441e-5,-4.681746067945e-4
development,a83d26f1c59740be,4200,development,73,168,22,1,1,-0.01000000,0.01000000,2.707044222916e-5,2.085293272103e-5,-5.472451448441e-5
development,a83d26f1c59740be,4200,development,74,169,21,0,1,0.02000000,0.01000000,-6.639709226874e-6,-2.612173557281e-5,-1.032017171383e-4
development,a83d26f1c59740be,4200,development,74,169,21,1,0,0.01000000,0.02000000,5.461275577545e-5,9.049227082869e-5,1.035332679749e-4
development,a83d26f1c59740be,4200,development,75,170,20,0,1,-0.02000000,-0.01000000,-1.332412193733e-5,-4.407142478158e-5,-1.304075121880e-4
development,a83d26f1c59740be,4200,development,75,170,20,1,0,-0.01000000,-0.02000000,-2.411877176201e-5,-8.640935266158e-5,-3.002708253916e-4
development,a83d26f1c59740be,4200,development,76,0,19,0,1,0.02000000,0.01000000,3.105787036475e-4,5.590468645096e-4,8.738636970520e-4
development,a83d26f1c59740be,4200,development,76,0,19,1,0,0.01000000,0.02000000,3.499487938825e-4,6.364968721755e-4,9.891502559185e-4
development,a83d26f1c59740be,4200,development,77,1,18,0,1,-0.02000000,0.01000000,1.767488865880e-4,2.956204116344e-4,3.884608449880e-4
development,a83d26f1c59740be,4200,development,77,1,18,1,0,-0.01000000,0.02000000,2.267435193062e-4,3.807308676187e-4,5.367596750148e-4
development,a83d26f1c59740be,4200,development,78,2,17,0,1,0.00000000,-0.01000000,-5.152449011803e-5,-1.136673017754e-4,-2.604387700558e-4
development,a83d26f1c59740be,4200,development,78,2,17,1,0,0.00500000,-0.02000000,-2.020138053922e-4,-4.423608479556e-4,-1.032419502735e-3
development,a83d26f1c59740be,4200,development,79,3,16,0,1,-0.02000000,0.01000000,1.726970076561e-4,2.891893091146e-4,3.080132009927e-4
development,a83d26f1c59740be,4200,development,79,3,16,1,0,-0.01000000,0.02000000,-3.858779746224e-5,-1.205454245792e-4,-4.178186354693e-4
development,a83d26f1c59740be,4200,development,80,4,15,0,0,-0.02000000,0.02000000,-1.135704442277e-4,-2.745600941125e-4,-7.523670792580e-4
development,a83d26f1c59740be,4200,development,80,4,15,1,1,-0.01000000,0.01000000,-5.044291538070e-5,-1.135704442277e-4,-2.745600941125e-4
development,a83d26f1c59740be,4200,development,81,5,14,0,0,-0.02000000,0.02000000,2.417850046186e-4,4.110237059649e-4,5.257700686343e-4
development,a83d26f1c59740be,4200,development,81,5,14,1,1,-0.01000000,0.01000000,1.297295093536e-4,2.417850046186e-4,4.110237059649e-4
development,a83d26f1c59740be,4200,development,82,6,13,0,1,-0.02000000,0.01000000,1.913085579872e-4,2.690243127290e-4,8.691599214217e-5
development,a83d26f1c59740be,4200,development,82,6,13,1,0,-0.01000000,0.02000000,1.278581767110e-4,2.223004848929e-4,3.329614701215e-4
development,a83d26f1c59740be,4200,development,83,7,12,0,0,0.02000000,-0.02000000,-8.570154750487e-5,-2.109607012244e-4,-5.905590951443e-4
development,a83d26f1c59740be,4200,development,83,7,12,1,1,0.01000000,-0.01000000,-3.798554462264e-5,-8.570154750487e-5,-2.109607012244e-4
development,a83d26f1c59740be,4200,development,84,8,11,0,1,0.02000000,0.01000000,1.661479473114e-6,1.839051606112e-6,-9.962667718355e-6
development,a83d26f1c59740be,4200,development,84,8,11,1,0,0.01000000,0.02000000,2.639119884407e-5,4.711623114417e-5,8.231153333327e-5
development,a83d26f1c59740be,4200,development,85,9,10,0,1,-0.02000000,0.01000000,5.047644299339e-5,9.706243872643e-5,1.828037202358e-4
development,a83d26f1c59740be,4200,development,85,9,10,1,0,-0.01000000,0.02000000,6.627043330809e-5,1.311600208282e-4,2.424505801173e-4
development,a83d26f1c59740be,4200,evaluation,1,96,94,0,1,0.02000000,-0.01000000,4.969288784196e-5,6.158525502542e-5,6.843358278275e-6
development,a83d26f1c59740be,4200,evaluation,1,96,94,1,0,0.01000000,-0.02000000,1.018121838570e-4,1.712416560622e-4,2.089055924444e-4
development,a83d26f1c59740be,4200,evaluation,2,97,93,0,1,-0.00500000,0.00000000,-1.368547509628e-5,-2.913301250373e-5,-6.146480882308e-5
development,a83d26f1c59740be,4200,evaluation,2,97,93,1,0,-0.01000000,0.00500000,-1.616900226509e-5,-3.845865649055e-5,-1.058454290614e-4
development,a83d26f1c59740be,4200,evaluation,3,98,92,0,1,-0.02000000,-0.01000000,-1.032315194607e-4,-2.204999327660e-4,-4.980328376405e-4
development,a83d26f1c59740be,4200,evaluation,3,98,92,1,0,-0.01000000,-0.02000000,-1.285970211029e-4,-2.751350402832e-4,-6.206122343428e-4
development,a83d26f1c59740be,4200,evaluation,4,99,91,0,1,-0.02000000,-0.01000000,1.318752765656e-4,2.531421778258e-4,4.788463411387e-4
development,a83d26f1c59740be,4200,evaluation,4,99,91,1,0,-0.01000000,-0.02000000,1.081799491658e-4,1.886573882075e-4,2.626664936543e-4
development,a83d26f1c59740be,4200,evaluation,5,100,90,0,0,-0.02000000,0.02000000,2.285838127136e-5,1.996631362999e-5,-6.473809480667e-5
development,a83d26f1c59740be,4200,evaluation,5,100,90,1,1,-0.01000000,0.01000000,1.465032528358e-5,2.285838127136e-5,1.996631362999e-5
development,a83d26f1c59740be,4200,evaluation,6,101,89,0,1,-0.02000000,-0.01000000,1.677622435636e-6,-5.057702310296e-6,-3.985067087342e-5
development,a83d26f1c59740be,4200,evaluation,6,101,89,1,0,-0.01000000,-0.02000000,1.785779932106e-5,3.189966082573e-5,5.231549221207e-5
development,a83d26f1c59740be,4200,evaluation,7,102,88,0,1,0.02000000,-0.01000000,1.088678836823e-4,1.788884401321e-4,2.127178013325e-4
development,a83d26f1c59740be,4200,evaluation,7,102,88,1,0,0.01000000,-0.02000000,1.380095927743e-4,2.259574830532e-4,2.521326241549e-4
development,a83d26f1c59740be,4200,evaluation,8,103,87,0,0,0.02000000,-0.02000000,1.775535492925e-4,3.144467773382e-4,5.045533180237e-4
development,a83d26f1c59740be,4200,evaluation,8,103,87,1,1,0.01000000,-0.01000000,9.223818778992e-5,1.775535492925e-4,3.144467773382e-4
development,a83d26f1c59740be,4200,evaluation,9,104,86,0,0,0.02000000,-0.02000000,-5.467360097100e-5,-1.101692541852e-4,-2.271768898936e-4
development,a83d26f1c59740be,4200,evaluation,9,104,86,1,1,0.01000000,-0.01000000,-2.759198287094e-5,-5.467360097100e-5,-1.101692541852e-4
development,a83d26f1c59740be,4200,evaluation,10,105,85,0,0,-0.02000000,0.02000000,3.592794018914e-5,7.163608825067e-5,1.407576055499e-4
